"REGION","TECHNOLOGY","YEAR","Val"
"ATX","WINDPP","2025",1
"ATX","WINDPP","2026",1
"ATX","WINDPP","2027",1
"ATX","WINDPP","2028",1
"ATX","WINDPP","2029",1
"ATX","WINDPP","2030",1
"ATX","WINDPP","2031",1
"ATX","WINDPP","2032",1
"ATX","WINDPP","2033",1
"ATX","WINDPP","2034",1
"ATX","WINDPP","2035",1
"ATX","WINDPP","2036",1
"ATX","WINDPP","2037",1
"ATX","WINDPP","2038",1
"ATX","WINDPP","2039",1
"ATX","WINDPP","2040",1
"ATX","WINDPP","2041",1
"ATX","WINDPP","2042",1
"ATX","WINDPP","2043",1
"ATX","WINDPP","2044",1
"ATX","WINDPP","2045",1
"ATX","WINDPP","2046",1
"ATX","WINDPP","2047",1
"ATX","WINDPP","2048",1
"ATX","WINDPP","2049",1
"ATX","WINDPP","2050",1
"ATX","SOLPP","2015",1
"ATX","SOLPP","2016",1
"ATX","SOLPP","2017",1
"ATX","SOLPP","2018",1
"ATX","SOLPP","2019",1
"ATX","SOLPP","2020",1
"ATX","SOLPP","2021",1
"ATX","SOLPP","2022",1
"ATX","SOLPP","2023",1
"ATX","SOLPP","2024",1
"ATX","SOLPP","2025",1
"ATX","SOLPP","2026",1
"ATX","SOLPP","2027",1
"ATX","SOLPP","2028",1
"ATX","SOLPP","2029",1
"ATX","SOLPP","2030",1
"ATX","SOLPP","2031",1
"ATX","SOLPP","2032",1
"ATX","SOLPP","2033",1
"ATX","SOLPP","2034",1
"ATX","SOLPP","2035",1
"ATX","SOLPP","2036",1
"ATX","SOLPP","2037",1
"ATX","SOLPP","2038",1
"ATX","SOLPP","2039",1
"ATX","SOLPP","2040",1
"ATX","SOLPP","2041",1
"ATX","SOLPP","2042",1
"ATX","SOLPP","2043",1
"ATX","SOLPP","2044",1
"ATX","SOLPP","2045",1
"ATX","SOLPP","2046",1
"ATX","SOLPP","2047",1
"ATX","SOLPP","2048",1
"ATX","SOLPP","2049",1
"ATX","SOLPP","2050",1
"ATX","BIOPP","2015",1
"ATX","BIOPP","2016",1
"ATX","BIOPP","2017",1
"ATX","BIOPP","2018",1
"ATX","BIOPP","2019",1
"ATX","BIOPP","2020",1
"ATX","BIOPP","2021",1
"ATX","BIOPP","2022",1
"ATX","BIOPP","2023",1
"ATX","BIOPP","2024",1
"ATX","BIOPP","2025",1
"ATX","BIOPP","2026",1
"ATX","BIOPP","2027",1
"ATX","BIOPP","2028",1
"ATX","BIOPP","2029",1
"ATX","BIOPP","2030",1
"ATX","BIOPP","2031",1
"ATX","BIOPP","2032",1
"ATX","BIOPP","2033",1
"ATX","BIOPP","2034",1
"ATX","BIOPP","2035",1
"ATX","BIOPP","2036",1
"ATX","BIOPP","2037",1
"ATX","BIOPP","2038",1
"ATX","BIOPP","2039",1
"ATX","BIOPP","2040",1
"ATX","BIOPP","2041",1
"ATX","BIOPP","2042",1
"ATX","BIOPP","2043",1
"ATX","BIOPP","2044",1
"ATX","BIOPP","2045",1
"ATX","BIOPP","2046",1
"ATX","BIOPP","2047",1
"ATX","BIOPP","2048",1
"ATX","BIOPP","2049",1
"ATX","BIOPP","2050",1
"ATX","CCCCSPP","2015",1
"ATX","CCCCSPP","2016",1
"ATX","CCCCSPP","2017",1
"ATX","CCCCSPP","2018",1
"ATX","CCCCSPP","2019",1
"ATX","CCCCSPP","2020",1
"ATX","CCCCSPP","2021",1
"ATX","CCCCSPP","2022",1
"ATX","CCCCSPP","2023",1
"ATX","CCCCSPP","2024",1
"ATX","CCCCSPP","2025",1
"ATX","CCCCSPP","2026",1
"ATX","CCCCSPP","2027",1
"ATX","CCCCSPP","2028",1
"ATX","CCCCSPP","2029",1
"ATX","CCCCSPP","2030",1
"ATX","CCCCSPP","2031",1
"ATX","CCCCSPP","2032",1
"ATX","CCCCSPP","2033",1
"ATX","CCCCSPP","2034",1
"ATX","CCCCSPP","2035",1
"ATX","CCCCSPP","2036",1
"ATX","CCCCSPP","2037",1
"ATX","CCCCSPP","2038",1
"ATX","CCCCSPP","2039",1
"ATX","CCCCSPP","2040",1
"ATX","CCCCSPP","2041",1
"ATX","CCCCSPP","2042",1
"ATX","CCCCSPP","2043",1
"ATX","CCCCSPP","2044",1
"ATX","CCCCSPP","2045",1
"ATX","CCCCSPP","2046",1
"ATX","CCCCSPP","2047",1
"ATX","CCCCSPP","2048",1
"ATX","CCCCSPP","2049",1
"ATX","CCCCSPP","2050",1
"ATX","IGCCCCSPP","2015",1
"ATX","IGCCCCSPP","2016",1
"ATX","IGCCCCSPP","2017",1
"ATX","IGCCCCSPP","2018",1
"ATX","IGCCCCSPP","2019",1
"ATX","IGCCCCSPP","2020",1
"ATX","IGCCCCSPP","2021",1
"ATX","IGCCCCSPP","2022",1
"ATX","IGCCCCSPP","2023",1
"ATX","IGCCCCSPP","2024",1
"ATX","IGCCCCSPP","2025",1
"ATX","IGCCCCSPP","2026",1
"ATX","IGCCCCSPP","2027",1
"ATX","IGCCCCSPP","2028",1
"ATX","IGCCCCSPP","2029",1
"ATX","IGCCCCSPP","2030",1
"ATX","IGCCCCSPP","2031",1
"ATX","IGCCCCSPP","2032",1
"ATX","IGCCCCSPP","2033",1
"ATX","IGCCCCSPP","2034",1
"ATX","IGCCCCSPP","2035",1
"ATX","IGCCCCSPP","2036",1
"ATX","IGCCCCSPP","2037",1
"ATX","IGCCCCSPP","2038",1
"ATX","IGCCCCSPP","2039",1
"ATX","IGCCCCSPP","2040",1
"ATX","IGCCCCSPP","2041",1
"ATX","IGCCCCSPP","2042",1
"ATX","IGCCCCSPP","2043",1
"ATX","IGCCCCSPP","2044",1
"ATX","IGCCCCSPP","2045",1
"ATX","IGCCCCSPP","2046",1
"ATX","IGCCCCSPP","2047",1
"ATX","IGCCCCSPP","2048",1
"ATX","IGCCCCSPP","2049",1
"ATX","IGCCCCSPP","2050",1
"ATX","H2FUELCELL","2015",1
"ATX","H2FUELCELL","2016",1
"ATX","H2FUELCELL","2017",1
"ATX","H2FUELCELL","2018",1
"ATX","H2FUELCELL","2019",1
"ATX","H2FUELCELL","2020",1
"ATX","H2FUELCELL","2021",1
"ATX","H2FUELCELL","2022",1
"ATX","H2FUELCELL","2023",1
"ATX","H2FUELCELL","2024",1
"ATX","H2FUELCELL","2025",1
"ATX","H2FUELCELL","2026",1
"ATX","H2FUELCELL","2027",1
"ATX","H2FUELCELL","2028",1
"ATX","H2FUELCELL","2029",1
"ATX","H2FUELCELL","2030",1
"ATX","H2FUELCELL","2031",1
"ATX","H2FUELCELL","2032",1
"ATX","H2FUELCELL","2033",1
"ATX","H2FUELCELL","2034",1
"ATX","H2FUELCELL","2035",1
"ATX","H2FUELCELL","2036",1
"ATX","H2FUELCELL","2037",1
"ATX","H2FUELCELL","2038",1
"ATX","H2FUELCELL","2039",1
"ATX","H2FUELCELL","2040",1
"ATX","H2FUELCELL","2041",1
"ATX","H2FUELCELL","2042",1
"ATX","H2FUELCELL","2043",1
"ATX","H2FUELCELL","2044",1
"ATX","H2FUELCELL","2045",1
"ATX","H2FUELCELL","2046",1
"ATX","H2FUELCELL","2047",1
"ATX","H2FUELCELL","2048",1
"ATX","H2FUELCELL","2049",1
"ATX","H2FUELCELL","2050",1
"ATX","BATTERY","2015",1
"ATX","BATTERY","2016",1
"ATX","BATTERY","2017",1
"ATX","BATTERY","2018",1
"ATX","BATTERY","2019",1
"ATX","BATTERY","2020",1
"ATX","BATTERY","2021",1
"ATX","BATTERY","2022",1
"ATX","BATTERY","2023",1
"ATX","BATTERY","2024",1
"ATX","BATTERY","2025",1
"ATX","BATTERY","2026",1
"ATX","BATTERY","2027",1
"ATX","BATTERY","2028",1
"ATX","BATTERY","2029",1
"ATX","BATTERY","2030",1
"ATX","BATTERY","2031",1
"ATX","BATTERY","2032",1
"ATX","BATTERY","2033",1
"ATX","BATTERY","2034",1
"ATX","BATTERY","2035",1
"ATX","BATTERY","2036",1
"ATX","BATTERY","2037",1
"ATX","BATTERY","2038",1
"ATX","BATTERY","2039",1
"ATX","BATTERY","2040",1
"ATX","BATTERY","2041",1
"ATX","BATTERY","2042",1
"ATX","BATTERY","2043",1
"ATX","BATTERY","2044",1
"ATX","BATTERY","2045",1
"ATX","BATTERY","2046",1
"ATX","BATTERY","2047",1
"ATX","BATTERY","2048",1
"ATX","BATTERY","2049",1
"ATX","BATTERY","2050",1
"ATX","EV_CHARGE","2015",1
"ATX","EV_CHARGE","2016",1
"ATX","EV_CHARGE","2017",1
"ATX","EV_CHARGE","2018",1
"ATX","EV_CHARGE","2019",1
"ATX","EV_CHARGE","2020",1
"ATX","EV_CHARGE","2021",1
"ATX","EV_CHARGE","2022",1
"ATX","EV_CHARGE","2023",1
"ATX","EV_CHARGE","2024",1
"ATX","EV_CHARGE","2025",1
"ATX","EV_CHARGE","2026",1
"ATX","EV_CHARGE","2027",1
"ATX","EV_CHARGE","2028",1
"ATX","EV_CHARGE","2029",1
"ATX","EV_CHARGE","2030",1
"ATX","EV_CHARGE","2031",1
"ATX","EV_CHARGE","2032",1
"ATX","EV_CHARGE","2033",1
"ATX","EV_CHARGE","2034",1
"ATX","EV_CHARGE","2035",1
"ATX","EV_CHARGE","2036",1
"ATX","EV_CHARGE","2037",1
"ATX","EV_CHARGE","2038",1
"ATX","EV_CHARGE","2039",1
"ATX","EV_CHARGE","2040",1
"ATX","EV_CHARGE","2041",1
"ATX","EV_CHARGE","2042",1
"ATX","EV_CHARGE","2043",1
"ATX","EV_CHARGE","2044",1
"ATX","EV_CHARGE","2045",1
"ATX","EV_CHARGE","2046",1
"ATX","EV_CHARGE","2047",1
"ATX","EV_CHARGE","2048",1
"ATX","EV_CHARGE","2049",1
"ATX","EV_CHARGE","2050",1
"ATX","V2G","2015",1
"ATX","V2G","2016",1
"ATX","V2G","2017",1
"ATX","V2G","2018",1
"ATX","V2G","2019",1
"ATX","V2G","2020",1
"ATX","V2G","2021",1
"ATX","V2G","2022",1
"ATX","V2G","2023",1
"ATX","V2G","2024",1
"ATX","V2G","2025",1
"ATX","V2G","2026",1
"ATX","V2G","2027",1
"ATX","V2G","2028",1
"ATX","V2G","2029",1
"ATX","V2G","2030",1
"ATX","V2G","2031",1
"ATX","V2G","2032",1
"ATX","V2G","2033",1
"ATX","V2G","2034",1
"ATX","V2G","2035",1
"ATX","V2G","2036",1
"ATX","V2G","2037",1
"ATX","V2G","2038",1
"ATX","V2G","2039",1
"ATX","V2G","2040",1
"ATX","V2G","2041",1
"ATX","V2G","2042",1
"ATX","V2G","2043",1
"ATX","V2G","2044",1
"ATX","V2G","2045",1
"ATX","V2G","2046",1
"ATX","V2G","2047",1
"ATX","V2G","2048",1
"ATX","V2G","2049",1
"ATX","V2G","2050",1
"ATX","EV_DISCHARGE","2015",1
"ATX","EV_DISCHARGE","2016",1
"ATX","EV_DISCHARGE","2017",1
"ATX","EV_DISCHARGE","2018",1
"ATX","EV_DISCHARGE","2019",1
"ATX","EV_DISCHARGE","2020",1
"ATX","EV_DISCHARGE","2021",1
"ATX","EV_DISCHARGE","2022",1
"ATX","EV_DISCHARGE","2023",1
"ATX","EV_DISCHARGE","2024",1
"ATX","EV_DISCHARGE","2025",1
"ATX","EV_DISCHARGE","2026",1
"ATX","EV_DISCHARGE","2027",1
"ATX","EV_DISCHARGE","2028",1
"ATX","EV_DISCHARGE","2029",1
"ATX","EV_DISCHARGE","2030",1
"ATX","EV_DISCHARGE","2031",1
"ATX","EV_DISCHARGE","2032",1
"ATX","EV_DISCHARGE","2033",1
"ATX","EV_DISCHARGE","2034",1
"ATX","EV_DISCHARGE","2035",1
"ATX","EV_DISCHARGE","2036",1
"ATX","EV_DISCHARGE","2037",1
"ATX","EV_DISCHARGE","2038",1
"ATX","EV_DISCHARGE","2039",1
"ATX","EV_DISCHARGE","2040",1
"ATX","EV_DISCHARGE","2041",1
"ATX","EV_DISCHARGE","2042",1
"ATX","EV_DISCHARGE","2043",1
"ATX","EV_DISCHARGE","2044",1
"ATX","EV_DISCHARGE","2045",1
"ATX","EV_DISCHARGE","2046",1
"ATX","EV_DISCHARGE","2047",1
"ATX","EV_DISCHARGE","2048",1
"ATX","EV_DISCHARGE","2049",1
"ATX","EV_DISCHARGE","2050",1
"ATX","EV_CHARGE_F","2015",1
"ATX","EV_CHARGE_F","2016",1
"ATX","EV_CHARGE_F","2017",1
"ATX","EV_CHARGE_F","2018",1
"ATX","EV_CHARGE_F","2019",1
"ATX","EV_CHARGE_F","2020",1
"ATX","EV_CHARGE_F","2021",1
"ATX","EV_CHARGE_F","2022",1
"ATX","EV_CHARGE_F","2023",1
"ATX","EV_CHARGE_F","2024",1
"ATX","EV_CHARGE_F","2025",1
"ATX","EV_CHARGE_F","2026",1
"ATX","EV_CHARGE_F","2027",1
"ATX","EV_CHARGE_F","2028",1
"ATX","EV_CHARGE_F","2029",1
"ATX","EV_CHARGE_F","2030",1
"ATX","EV_CHARGE_F","2031",1
"ATX","EV_CHARGE_F","2032",1
"ATX","EV_CHARGE_F","2033",1
"ATX","EV_CHARGE_F","2034",1
"ATX","EV_CHARGE_F","2035",1
"ATX","EV_CHARGE_F","2036",1
"ATX","EV_CHARGE_F","2037",1
"ATX","EV_CHARGE_F","2038",1
"ATX","EV_CHARGE_F","2039",1
"ATX","EV_CHARGE_F","2040",1
"ATX","EV_CHARGE_F","2041",1
"ATX","EV_CHARGE_F","2042",1
"ATX","EV_CHARGE_F","2043",1
"ATX","EV_CHARGE_F","2044",1
"ATX","EV_CHARGE_F","2045",1
"ATX","EV_CHARGE_F","2046",1
"ATX","EV_CHARGE_F","2047",1
"ATX","EV_CHARGE_F","2048",1
"ATX","EV_CHARGE_F","2049",1
"ATX","EV_CHARGE_F","2050",1
"ATX","V2G_F","2015",1
"ATX","V2G_F","2016",1
"ATX","V2G_F","2017",1
"ATX","V2G_F","2018",1
"ATX","V2G_F","2019",1
"ATX","V2G_F","2020",1
"ATX","V2G_F","2021",1
"ATX","V2G_F","2022",1
"ATX","V2G_F","2023",1
"ATX","V2G_F","2024",1
"ATX","V2G_F","2025",1
"ATX","V2G_F","2026",1
"ATX","V2G_F","2027",1
"ATX","V2G_F","2028",1
"ATX","V2G_F","2029",1
"ATX","V2G_F","2030",1
"ATX","V2G_F","2031",1
"ATX","V2G_F","2032",1
"ATX","V2G_F","2033",1
"ATX","V2G_F","2034",1
"ATX","V2G_F","2035",1
"ATX","V2G_F","2036",1
"ATX","V2G_F","2037",1
"ATX","V2G_F","2038",1
"ATX","V2G_F","2039",1
"ATX","V2G_F","2040",1
"ATX","V2G_F","2041",1
"ATX","V2G_F","2042",1
"ATX","V2G_F","2043",1
"ATX","V2G_F","2044",1
"ATX","V2G_F","2045",1
"ATX","V2G_F","2046",1
"ATX","V2G_F","2047",1
"ATX","V2G_F","2048",1
"ATX","V2G_F","2049",1
"ATX","V2G_F","2050",1
"ATX","EV_DISCHARGE_F","2015",1
"ATX","EV_DISCHARGE_F","2016",1
"ATX","EV_DISCHARGE_F","2017",1
"ATX","EV_DISCHARGE_F","2018",1
"ATX","EV_DISCHARGE_F","2019",1
"ATX","EV_DISCHARGE_F","2020",1
"ATX","EV_DISCHARGE_F","2021",1
"ATX","EV_DISCHARGE_F","2022",1
"ATX","EV_DISCHARGE_F","2023",1
"ATX","EV_DISCHARGE_F","2024",1
"ATX","EV_DISCHARGE_F","2025",1
"ATX","EV_DISCHARGE_F","2026",1
"ATX","EV_DISCHARGE_F","2027",1
"ATX","EV_DISCHARGE_F","2028",1
"ATX","EV_DISCHARGE_F","2029",1
"ATX","EV_DISCHARGE_F","2030",1
"ATX","EV_DISCHARGE_F","2031",1
"ATX","EV_DISCHARGE_F","2032",1
"ATX","EV_DISCHARGE_F","2033",1
"ATX","EV_DISCHARGE_F","2034",1
"ATX","EV_DISCHARGE_F","2035",1
"ATX","EV_DISCHARGE_F","2036",1
"ATX","EV_DISCHARGE_F","2037",1
"ATX","EV_DISCHARGE_F","2038",1
"ATX","EV_DISCHARGE_F","2039",1
"ATX","EV_DISCHARGE_F","2040",1
"ATX","EV_DISCHARGE_F","2041",1
"ATX","EV_DISCHARGE_F","2042",1
"ATX","EV_DISCHARGE_F","2043",1
"ATX","EV_DISCHARGE_F","2044",1
"ATX","EV_DISCHARGE_F","2045",1
"ATX","EV_DISCHARGE_F","2046",1
"ATX","EV_DISCHARGE_F","2047",1
"ATX","EV_DISCHARGE_F","2048",1
"ATX","EV_DISCHARGE_F","2049",1
"ATX","EV_DISCHARGE_F","2050",1
"ATX","BUYCOAL","2015",1
"ATX","BUYCOAL","2016",1
"ATX","BUYCOAL","2017",1
"ATX","BUYCOAL","2018",1
"ATX","BUYCOAL","2019",1
"ATX","BUYCOAL","2020",1
"ATX","BUYCOAL","2021",1
"ATX","BUYCOAL","2022",1
"ATX","BUYCOAL","2023",1
"ATX","BUYCOAL","2024",1
"ATX","BUYCOAL","2025",1
"ATX","BUYCOAL","2026",1
"ATX","BUYCOAL","2027",1
"ATX","BUYCOAL","2028",1
"ATX","BUYCOAL","2029",1
"ATX","BUYCOAL","2030",1
"ATX","BUYCOAL","2031",1
"ATX","BUYCOAL","2032",1
"ATX","BUYCOAL","2033",1
"ATX","BUYCOAL","2034",1
"ATX","BUYCOAL","2035",1
"ATX","BUYCOAL","2036",1
"ATX","BUYCOAL","2037",1
"ATX","BUYCOAL","2038",1
"ATX","BUYCOAL","2039",1
"ATX","BUYCOAL","2040",1
"ATX","BUYCOAL","2041",1
"ATX","BUYCOAL","2042",1
"ATX","BUYCOAL","2043",1
"ATX","BUYCOAL","2044",1
"ATX","BUYCOAL","2045",1
"ATX","BUYCOAL","2046",1
"ATX","BUYCOAL","2047",1
"ATX","BUYCOAL","2048",1
"ATX","BUYCOAL","2049",1
"ATX","BUYCOAL","2050",1
"ATX","BUYURN","2015",1
"ATX","BUYURN","2016",1
"ATX","BUYURN","2017",1
"ATX","BUYURN","2018",1
"ATX","BUYURN","2019",1
"ATX","BUYURN","2020",1
"ATX","BUYURN","2021",1
"ATX","BUYURN","2022",1
"ATX","BUYURN","2023",1
"ATX","BUYURN","2024",1
"ATX","BUYURN","2025",1
"ATX","BUYURN","2026",1
"ATX","BUYURN","2027",1
"ATX","BUYURN","2028",1
"ATX","BUYURN","2029",1
"ATX","BUYURN","2030",1
"ATX","BUYURN","2031",1
"ATX","BUYURN","2032",1
"ATX","BUYURN","2033",1
"ATX","BUYURN","2034",1
"ATX","BUYURN","2035",1
"ATX","BUYURN","2036",1
"ATX","BUYURN","2037",1
"ATX","BUYURN","2038",1
"ATX","BUYURN","2039",1
"ATX","BUYURN","2040",1
"ATX","BUYURN","2041",1
"ATX","BUYURN","2042",1
"ATX","BUYURN","2043",1
"ATX","BUYURN","2044",1
"ATX","BUYURN","2045",1
"ATX","BUYURN","2046",1
"ATX","BUYURN","2047",1
"ATX","BUYURN","2048",1
"ATX","BUYURN","2049",1
"ATX","BUYURN","2050",1
"ATX","BUYBIO","2015",1
"ATX","BUYBIO","2016",1
"ATX","BUYBIO","2017",1
"ATX","BUYBIO","2018",1
"ATX","BUYBIO","2019",1
"ATX","BUYBIO","2020",1
"ATX","BUYBIO","2021",1
"ATX","BUYBIO","2022",1
"ATX","BUYBIO","2023",1
"ATX","BUYBIO","2024",1
"ATX","BUYBIO","2025",1
"ATX","BUYBIO","2026",1
"ATX","BUYBIO","2027",1
"ATX","BUYBIO","2028",1
"ATX","BUYBIO","2029",1
"ATX","BUYBIO","2030",1
"ATX","BUYBIO","2031",1
"ATX","BUYBIO","2032",1
"ATX","BUYBIO","2033",1
"ATX","BUYBIO","2034",1
"ATX","BUYBIO","2035",1
"ATX","BUYBIO","2036",1
"ATX","BUYBIO","2037",1
"ATX","BUYBIO","2038",1
"ATX","BUYBIO","2039",1
"ATX","BUYBIO","2040",1
"ATX","BUYBIO","2041",1
"ATX","BUYBIO","2042",1
"ATX","BUYBIO","2043",1
"ATX","BUYBIO","2044",1
"ATX","BUYBIO","2045",1
"ATX","BUYBIO","2046",1
"ATX","BUYBIO","2047",1
"ATX","BUYBIO","2048",1
"ATX","BUYBIO","2049",1
"ATX","BUYBIO","2050",1
"ATX","BUYGAS","2015",1
"ATX","BUYGAS","2016",1
"ATX","BUYGAS","2017",1
"ATX","BUYGAS","2018",1
"ATX","BUYGAS","2019",1
"ATX","BUYGAS","2020",1
"ATX","BUYGAS","2021",1
"ATX","BUYGAS","2022",1
"ATX","BUYGAS","2023",1
"ATX","BUYGAS","2024",1
"ATX","BUYGAS","2025",1
"ATX","BUYGAS","2026",1
"ATX","BUYGAS","2027",1
"ATX","BUYGAS","2028",1
"ATX","BUYGAS","2029",1
"ATX","BUYGAS","2030",1
"ATX","BUYGAS","2031",1
"ATX","BUYGAS","2032",1
"ATX","BUYGAS","2033",1
"ATX","BUYGAS","2034",1
"ATX","BUYGAS","2035",1
"ATX","BUYGAS","2036",1
"ATX","BUYGAS","2037",1
"ATX","BUYGAS","2038",1
"ATX","BUYGAS","2039",1
"ATX","BUYGAS","2040",1
"ATX","BUYGAS","2041",1
"ATX","BUYGAS","2042",1
"ATX","BUYGAS","2043",1
"ATX","BUYGAS","2044",1
"ATX","BUYGAS","2045",1
"ATX","BUYGAS","2046",1
"ATX","BUYGAS","2047",1
"ATX","BUYGAS","2048",1
"ATX","BUYGAS","2049",1
"ATX","BUYGAS","2050",1
"ATX","BUYPET","2015",1
"ATX","BUYPET","2016",1
"ATX","BUYPET","2017",1
"ATX","BUYPET","2018",1
"ATX","BUYPET","2019",1
"ATX","BUYPET","2020",1
"ATX","BUYPET","2021",1
"ATX","BUYPET","2022",1
"ATX","BUYPET","2023",1
"ATX","BUYPET","2024",1
"ATX","BUYPET","2025",1
"ATX","BUYPET","2026",1
"ATX","BUYPET","2027",1
"ATX","BUYPET","2028",1
